"Education","Gross Household Income","Skill","Age","Marrital Status","Country","Gender","WeightedAIS","Vote"
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",-0.633697166065732,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",-0.128630045849231,0
"16 or under","Level 2 20~39k","Level 8","Age66-85","Married","England","Male",0.133516497291264,1
"16 or under","Level 2 20~39k","Level 6","Age36-45","Single","England","Male",-1.65686195173595,0
"20 or above","Level 2 20~39k","Level 6","Age36-45","Single","England","Male",-0.61650623201884,0
"20 or above","Level 2 20~39k","Level 4","Age46-65","Married","England","Male",0.813140832069009,1
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",-0.227097548739798,0
"20 or above","Level 2 20~39k","Level 4","Age46-65","Single","Scotland","Female",0.5158565,1
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",-0.431331829037749,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","England","Male",-0.889568827239704,1
"20 or above","Level 3 40~59k","Level 6","AgeOver85","Married","England","Female",0,0
"17-19","Level 2 20~39k","Level 5","Age36-45","Single","Wales","Female",-0.848461030292332,0
"20 or above","Level 2 20~39k","Level 4","Age46-65","Single","England","Male",-0.48883952637576,1
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","Wales","Male",-0.523469502673387,0
"20 or above","Level 2 20~39k","Level 7","Age46-65","Single","England","Male",-0.594579905310661,0
"16 or under","Level 1 0~19k","Level 5","Age46-65","Single","Wales","Male",-0.611582753864931,0
"20 or above","Level 3 40~59k","Level 7","AgeOver85","Single","England","Male",-1.07203921447652,0
"16 or under","Level 4 60~99k","Level 5","Age66-85","Married","England","Female",-0.156167377091104,1
"20 or above","Level 4 60~99k","Level 5","Age46-65","Single","England","Female",0,1
"20 or above","Level 2 20~39k","Level 7","Age66-85","Single","England","Male",-0.251141121073588,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Male",0.29763467741437,1
"17-19","Level 1 0~19k","Level 6","Age46-65","Single","Scotland","Male",-0.919354414814646,0
"16 or under","Level 1 0~19k","Level 2","Age46-65","Married","England","Female",0.505914561271957,1
"16 or under","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",0,1
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Female",-0.385890136775913,0
"16 or under","Level 3 40~59k","Level 6","Age66-85","Married","England","Female",-0.638451455713828,0
"17-19","Level 1 0~19k","Level 3","Age46-65","Married","England","Male",0,1
"17-19","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",-0.53445082977217,0
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Male",1.06611655779683,1
"17-19","Level 3 40~59k","Level 8","Age46-65","Single","England","Female",-0.634589404334021,0
"16 or under","Level 2 20~39k","Level 7","Age46-65","Married","England","Female",-0.16889426846227,0
"17-19","Level 1 0~19k","Level 3","Age66-85","Single","England","Male",-0.270095956742572,0
"16 or under","Level 1 0~19k","Level 2","Age46-65","Married","Wales","Female",0.745172255612903,1
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",-0.476309020838654,1
"16 or under","Level 2 20~39k","Level 7","Age46-65","Single","England","Female",0.354967657853621,1
"17-19","Level 2 20~39k","Level 2","AgeOver85","Single","England","Female",-1.42524257360072,0
"20 or above","Level 3 40~59k","Level 7","Age66-85","Married","England","Female",-0.134336549149715,1
"16 or under","Level 2 20~39k","Level 2","Age66-85","Married","England","Female",0,1
"16 or under","Level 1 0~19k","Level 4","Age66-85","Single","England","Female",-0.289656033043677,1
"20 or above","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",0.60353106223819,0
"20 or above","Level 4 60~99k","Level 7","Age36-45","Married","Scotland","Female",-0.433158372644882,0
"16 or under","Level 1 0~19k","Level 3","Age46-65","Married","England","Female",0.299472890490741,0
"16 or under","Level 2 20~39k","Level 8","Age66-85","Married","England","Male",-0.0947251001894502,0
"17-19","Level 1 0~19k","Level 5","Age46-65","Single","England","Male",-0.190075619732085,0
"17-19","Level 1 0~19k","Level 6","Age66-85","Married","Scotland","Female",-0.735335803689514,0
"16 or under","Level 1 0~19k","Level 1","Age46-65","Single","England","Male",0,1
"16 or under","Level 2 20~39k","Level 5","Age66-85","Married","England","Male",0.425653001353973,1
"20 or above","Level 4 60~99k","Level 6","Age46-65","Single","Scotland","Female",-0.0846320724104849,0
"16 or under","Level 2 20~39k","Level 5","Age66-85","Married","England","Male",0.125111960481916,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","Wales","Female",-0.548807643789563,0
"17-19","Level 2 20~39k","Level 4","Age46-65","Single","England","Female",-0.574203408488773,0
"20 or above","Level 3 40~59k","Level 6","Age66-85","Married","England","Male",-0.677362554265773,1
"16 or under","Level 1 0~19k","Level 1","Age66-85","Single","England","Female",0.137050320963847,0
"20 or above","Level 4 60~99k","Level 8","Age66-85","Married","England","Male",-0.122565988271832,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","England","Male",0.201775356926842,0
"16 or under","Level 2 20~39k","Level 1","Age46-65","Single","England","Male",-0.719324470752662,1
"20 or above","Level 1 0~19k","Level 5","AgeOver85","Single","England","Female",0,0
"17-19","Level 2 20~39k","Level 6","Age46-65","Single","England","Male",-0.565001713993932,1
"20 or above","Level 2 20~39k","Level 4","Age46-65","Married","England","Female",-0.123006600246013,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","Scotland","Female",-0.159195296969047,1
"20 or above","Level 2 20~39k","Level 3","Age46-65","Married","England","Male",-0.490324864417186,0
"16 or under","Level 2 20~39k","Level 3","Age66-85","Married","England","Male",0.450140718312941,1
"16 or under","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",0.307831710823086,1
"16 or under","Level 2 20~39k","Level 5","Age66-85","Single","England","Female",0.226788625753828,0
"17-19","Level 2 20~39k","Level 1","Age66-85","Married","England","Male",-1.15773266797358,1
"17-19","Level 1 0~19k","Level 2","Age66-85","Single","England","Female",1.12802634201934,1
"20 or above","Level 5 100k or above","Level 2","AgeOver85","Single","England","Male",-0.844516659204965,0
"16 or under","Level 3 40~59k","Level 2","Age36-45","Single","England","Female",-0.531485885786281,0
"16 or under","Level 1 0~19k","Level 6","Age46-65","Single","England","Male",-0.530492882317111,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",-0.125875453266207,0
"20 or above","Level 4 60~99k","Level 6","Age36-45","Married","England","Female",-1.24486583762703,0
"20 or above","Level 2 20~39k","Level 5","Age19-35","Single","Wales","Female",0.592155597932941,0
"16 or under","Level 1 0~19k","Level 6","Age66-85","Single","England","Female",-0.303956385899828,1
"17-19","Level 2 20~39k","Level 4","Age36-45","Married","Scotland","Female",-0.0639406359940736,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",-0.668906243753473,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","England","Female",-0.233345623474445,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0.282896812319653,1
"17-19","Level 1 0~19k","Level 7","Age66-85","Married","England","Male",-0.938990130931646,0
"20 or above","Level 2 20~39k","Level 3","Age66-85","Married","England","Male",-0.278995859943036,1
"17-19","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",0.408004425877396,1
"20 or above","Level 3 40~59k","Level 7","Age46-65","Married","England","Female",-0.442943794747217,0
"17-19","Level 4 60~99k","Level 8","Age66-85","Married","England","Female",0,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",0,1
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0.79715288925539,1
"17-19","Level 1 0~19k","Level 3","Age66-85","Single","England","Male",-0.398517277340446,0
"16 or under","Level 1 0~19k","Level 2","Age66-85","Married","England","Male",0.175320328444361,1
"16 or under","Level 1 0~19k","Level 5","Age66-85","Married","England","Male",-0.154692402658194,1
"16 or under","Level 2 20~39k","Level 7","Age46-65","Single","England","Male",-0.230342235034805,1
"20 or above","Level 1 0~19k","Level 7","Age66-85","Single","England","Male",-0.321339075407964,0
"16 or under","Level 2 20~39k","Level 1","Age36-45","Single","England","Female",0.544112433508525,1
"16 or under","Level 2 20~39k","Level 3","Age36-45","Married","England","Female",0.581392544180245,0
"16 or under","Level 2 20~39k","Level 7","Age46-65","Single","Scotland","Male",0.0944993572271587,1
"16 or under","Level 2 20~39k","Level 4","Age46-65","Married","England","Female",-0.230910533448789,1
"16 or under","Level 1 0~19k","Level 1","Age66-85","Married","England","Male",0.978284420114282,1
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","Wales","Female",0.464690906705199,1
"17-19","Level 2 20~39k","Level 7","AgeOver85","Single","England","Male",0.427874790639289,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",-0.236669843000332,0
"16 or under","Level 2 20~39k","Level 4","Age66-85","Married","England","Female",-0.244945264510017,1
"17-19","Level 1 0~19k","Level 2","Age66-85","Married","Wales","Male",-0.279946080471278,1
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",0.15785045420107,0
"20 or above","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",-0.164045431312672,0
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","Wales","Male",0.165535344918038,0
"17-19","Level 1 0~19k","Level 1","AgeOver85","Single","England","Male",-0.887654459002572,0
"17-19","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",0.204572218888879,1
"20 or above","Level 2 20~39k","Level 5","AgeOver85","Married","England","Male",-1.15224237550115,0
"16 or under","Level 1 0~19k","Level 3","Age66-85","Single","Wales","Female",0.275321468354726,1
"17-19","Level 3 40~59k","Level 6","AgeOver85","Married","England","Male",-0.490981657740272,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Male",0.338681277132886,1
"17-19","Level 1 0~19k","Level 5","Age36-45","Married","England","Male",-1.78414295688982,0
"17-19","Level 4 60~99k","Level 7","AgeOver85","Single","Scotland","Female",-0.604746362629506,0
"16 or under","Level 2 20~39k","Level 4","AgeOver85","Single","England","Male",0.80155490928894,1
"16 or under","Level 3 40~59k","Level 7","Age46-65","Single","England","Male",0.110234065177811,1
"17-19","Level 1 0~19k","Level 6","Age66-85","Married","Scotland","Male",-0.300765597350457,0
"17-19","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",-0.485024166472657,0
"16 or under","Level 2 20~39k","Level 7","Age46-65","Married","England","Male",-0.713661410682715,0
"20 or above","Level 2 20~39k","Level 7","Age36-45","Married","Wales","Female",0,1
"20 or above","Level 1 0~19k","Level 6","Age66-85","Single","England","Female",-0.251750905777162,0
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",0.375484835092885,0
"17-19","Level 2 20~39k","Level 2","Age46-65","Single","England","Male",-0.943388161883967,0
"16 or under","Level 2 20~39k","Level 4","Age66-85","Married","Wales","Male",0.493083752608569,1
"20 or above","Level 3 40~59k","Level 6","Age46-65","Married","England","Male",-0.9048056,0
"20 or above","Level 3 40~59k","Level 7","Age46-65","Single","Wales","Male",-0.805539,0
"17-19","Level 1 0~19k","Level 4","Age36-45","Married","England","Female",-0.398010539842301,0
"20 or above","Level 4 60~99k","Level 8","Age36-45","Married","England","Male",-0.720362974122422,0
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",-0.209958163319129,0
"17-19","Level 3 40~59k","Level 7","Age36-45","Single","England","Male",0,1
"16 or under","Level 3 40~59k","Level 3","Age66-85","Married","England","Male",-0.51353539719214,1
"16 or under","Level 1 0~19k","Level 5","Age46-65","Single","Scotland","Male",1.08574983617371,1
"17-19","Level 4 60~99k","Level 4","Age46-65","Married","England","Female",0,0
"17-19","Level 2 20~39k","Level 6","AgeOver85","Single","England","Male",-1.93157898999174,0
"20 or above","Level 4 60~99k","Level 8","AgeOver85","Married","England","Female",0.794603608739875,1
"16 or under","Level 1 0~19k","Level 6","Age66-85","Single","England","Female",0.58329185186505,1
"17-19","Level 2 20~39k","Level 2","Age36-45","Single","England","Female",0.39585977449505,1
"20 or above","Level 3 40~59k","Level 7","Age46-65","Married","England","Female",-0.237282333096051,1
"17-19","Level 1 0~19k","Level 6","Age36-45","Single","England","Female",0.358068059687508,1
"17-19","Level 2 20~39k","Level 6","AgeOver85","Single","England","Female",-0.538301946300575,0
"20 or above","Level 2 20~39k","Level 4","Age36-45","Married","England","Female",-0.280968607272947,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",-0.404640913090148,1
"20 or above","Level 4 60~99k","Level 5","Age36-45","Single","England","Female",-0.341643763972636,1
"17-19","Level 3 40~59k","Level 4","Age46-65","Single","England","Female",-0.562913875131116,0
"17-19","Level 1 0~19k","Level 1","Age36-45","Single","England","Female",0.89008053070012,1
"17-19","Level 3 40~59k","Level 6","Age46-65","Married","England","Female",0.138401023180006,1
"20 or above","Level 2 20~39k","Level 5","Age36-45","Married","England","Female",-0.676282240221294,0
"16 or under","Level 2 20~39k","Level 4","Age66-85","Married","Wales","Male",-0.1582472731733,1
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","England","Male",-0.368338393267972,1
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",-0.461165460841301,0
"17-19","Level 3 40~59k","Level 6","Age19-35","Married","England","Female",-0.854398605585805,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","England","Male",0.973021534897006,1
"20 or above","Level 1 0~19k","Level 4","Age66-85","Single","Scotland","Male",-0.529190131508847,0
"16 or under","Level 1 0~19k","Level 2","Age66-85","Single","England","Female",0,1
"16 or under","Level 1 0~19k","Level 5","Age36-45","Single","Wales","Male",0.31425266337368,1
"17-19","Level 4 60~99k","Level 3","Age46-65","Married","England","Female",-0.734864142095739,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Married","England","Male",0.103884525992211,1
"16 or under","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",0.56417729527475,1
"17-19","Level 3 40~59k","Level 5","Age46-65","Married","England","Male",0.500769946453635,1
"17-19","Level 2 20~39k","Level 6","Age66-85","Single","England","Female",0.110912942624095,1
"16 or under","Level 2 20~39k","Level 1","Age46-65","Single","England","Male",0.549480109300458,1
"16 or under","Level 1 0~19k","Level 6","Age46-65","Married","England","Male",0,1
"20 or above","Level 5 100k or above","Level 8","Age46-65","Married","England","Male",-0.689121702258686,0
"16 or under","Level 1 0~19k","Level 3","Age66-85","Married","Wales","Male",0.197233500925088,1
"20 or above","Level 3 40~59k","Level 6","Age66-85","Married","England","Female",-0.461998890420354,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","Wales","Female",-0.669273686339012,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Single","England","Male",0.530141729403357,1
"20 or above","Level 2 20~39k","Level 7","Age46-65","Married","Scotland","Male",-0.253984223314235,0
"16 or under","Level 1 0~19k","Level 2","Age46-65","Married","England","Female",0.39004595592338,1
"17-19","Level 2 20~39k","Level 7","Age46-65","Single","England","Male",0.917212629681548,0
"17-19","Level 2 20~39k","Level 8","Age66-85","Married","England","Male",-0.154692402658194,0
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Single","Wales","Female",-0.368034189853296,0
"17-19","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",-0.17632798948123,0
"16 or under","Level 1 0~19k","Level 4","Age46-65","Single","England","Female",0.571556146669336,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",0,0
"17-19","Level 1 0~19k","Level 5","Age46-65","Single","Scotland","Female",-0.0651539002752868,0
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",-0.741625862067246,1
"17-19","Level 1 0~19k","Level 5","Age46-65","Single","England","Male",0.543175024309578,1
"20 or above","Level 5 100k or above","Level 6","Age36-45","Married","England","Male",-0.75772467134755,0
"17-19","Level 2 20~39k","Level 7","AgeOver85","Single","Scotland","Female",-0.835224393011377,0
"20 or above","Level 2 20~39k","Level 6","Age66-85","Single","Wales","Male",-0.378867984395158,0
"17-19","Level 2 20~39k","Level 4","AgeOver85","Married","England","Male",-0.474587,1
"16 or under","Level 1 0~19k","Level 3","Age66-85","Single","England","Male",-0.57886633398679,1
"20 or above","Level 1 0~19k","Level 4","Age46-65","Married","England","Male",0.182051915371209,1
"17-19","Level 5 100k or above","Level 5","AgeOver85","Single","England","Female",-0.460042330569935,0
"17-19","Level 2 20~39k","Level 4","Age46-65","Married","England","Female",0.500282365705215,1
"17-19","Level 2 20~39k","Level 6","AgeOver85","Married","England","Female",-0.952766062581452,1
"17-19","Level 2 20~39k","Level 3","Age66-85","Married","England","Male",-0.58880418084746,1
"17-19","Level 3 40~59k","Level 5","Age46-65","Married","England","Female",-0.627364721534958,0
"16 or under","Level 3 40~59k","Level 2","Age36-45","Single","Wales","Male",1.04328268089627,1
"16 or under","Level 1 0~19k","Level 7","Age66-85","Married","England","Female",0.341866602746832,0
"16 or under","Level 2 20~39k","Level 4","Age36-45","Married","Scotland","Female",0.260467037564078,1
"16 or under","Level 1 0~19k","Level 1","Age46-65","Married","Scotland","Male",2.04398029203844,1
"17-19","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",0.349372339885151,1
"16 or under","Level 2 20~39k","Level 6","Age46-65","Single","England","Female",-0.411049564174546,0
"16 or under","Level 1 0~19k","Level 1","Age46-65","Married","England","Female",0.474978836560497,1
"20 or above","Level 3 40~59k","Level 6","Age36-45","Married","England","Female",-0.35375319372647,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Married","England","Male",0.63544393291034,1
"17-19","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",0.259593687629984,1
"17-19","Level 2 20~39k","Level 2","Age46-65","Married","England","Female",-0.342389561230157,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",0.274100641105391,1
"17-19","Level 1 0~19k","Level 4","Age46-65","Single","England","Male",0.787305339534566,1
"16 or under","Level 4 60~99k","Level 7","Age46-65","Married","England","Male",-0.400865626438635,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Married","England","Female",1.31932145626753,1
"17-19","Level 1 0~19k","Level 7","Age66-85","Married","England","Female",-0.156123690474381,0
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",0,1
"16 or under","Level 3 40~59k","Level 5","Age46-65","Married","England","Female",-0.114978681292532,1
"20 or above","Level 1 0~19k","Level 1","Age46-65","Married","England","Female",-0.554183570105361,1
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","Wales","Male",-0.488257048866477,0
"16 or under","Level 2 20~39k","Level 3","Age66-85","Married","England","Male",0,0
"20 or above","Level 3 40~59k","Level 6","Age36-45","Married","England","Male",-0.255904461450234,0
"17-19","Level 1 0~19k","Level 6","Age36-45","Married","England","Female",-0.158811392028554,0
"20 or above","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",-0.317961476816637,0
"17-19","Level 2 20~39k","Level 5","Age66-85","Married","England","Female",0.110438441147309,1
"16 or under","Level 2 20~39k","Level 1","Age46-65","Married","England","Male",1.58547375635035,1
"16 or under","Level 4 60~99k","Level 3","Age46-65","Married","England","Male",-0.399219533532943,0
"20 or above","Level 2 20~39k","Level 4","Age46-65","Married","England","Male",-0.263813105267496,1
"16 or under","Level 1 0~19k","Level 4","Age66-85","Single","England","Female",0.231615518884116,1
"20 or above","Level 3 40~59k","Level 7","Age66-85","Married","England","Male",-0.668629918373268,1
"16 or under","Level 1 0~19k","Level 4","Age66-85","Single","England","Male",-0.296716549364842,0
"17-19","Level 3 40~59k","Level 7","Age46-65","Married","England","Male",-0.279000427831647,1
"16 or under","Level 3 40~59k","Level 7","Age46-65","Single","Wales","Female",-0.441199235715115,0
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","England","Female",0.15503675122401,1
"20 or above","Level 2 20~39k","Level 8","Age66-85","Single","England","Female",0,0
"20 or above","Level 3 40~59k","Level 5","AgeOver85","Married","England","Female",-0.25946435919979,0
"20 or above","Level 2 20~39k","Level 5","Age46-65","Married","England","Male",-0.490894179238,0
"20 or above","Level 2 20~39k","Level 7","Age46-65","Single","England","Female",-0.322334230816777,0
"17-19","Level 1 0~19k","Level 5","Age66-85","Married","England","Female",-0.507626563381342,0
"20 or above","Level 1 0~19k","Level 4","Age36-45","Single","England","Female",-0.140484304057927,0
"20 or above","Level 3 40~59k","Level 6","Age36-45","Single","England","Male",0.220807163532671,1
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","England","Female",-0.58616479295784,0
"20 or above","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",-0.912368696216827,1
"17-19","Level 1 0~19k","Level 4","Age66-85","Single","Scotland","Female",-1.06795862091277,0
"20 or above","Level 3 40~59k","Level 4","Age66-85","Single","Wales","Male",-0.353813486478282,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0,1
"17-19","Level 3 40~59k","Level 5","Age46-65","Single","England","Female",0.82529916697769,0
"20 or above","Level 3 40~59k","Level 5","Age19-35","Married","Wales","Female",0.450320679116443,0
"16 or under","Level 2 20~39k","Level 4","Age46-65","Single","England","Male",0.440936260049838,1
"17-19","Level 1 0~19k","Level 5","Age46-65","Married","England","Male",0,1
"16 or under","Level 1 0~19k","Level 6","Age66-85","Single","Scotland","Male",0,1
"20 or above","Level 3 40~59k","Level 6","Age36-45","Single","England","Female",-0.25946435919979,0
"16 or under","Level 1 0~19k","Level 3","Age66-85","Single","Wales","Male",-0.454641581456046,0
"16 or under","Level 3 40~59k","Level 5","Age36-45","Single","England","Male",-2.63341115352558,0
"16 or under","Level 2 20~39k","Level 3","Age66-85","Married","England","Male",0.615796050459079,1
"16 or under","Level 2 20~39k","Level 1","Age46-65","Married","England","Male",0.134886283224514,0
"17-19","Level 3 40~59k","Level 5","Age66-85","Married","England","Male",-0.322112065458351,0
"17-19","Level 3 40~59k","Level 6","Age36-45","Single","England","Female",0,1
"17-19","Level 3 40~59k","Level 2","Age46-65","Single","England","Male",-0.0803360842707202,0
"20 or above","Level 4 60~99k","Level 6","AgeOver85","Married","England","Female",-0.280415973794018,0
"16 or under","Level 3 40~59k","Level 6","Age46-65","Married","England","Female",0.165117909125392,0
"17-19","Level 1 0~19k","Level 1","Age46-65","Married","England","Male",-0.442084640172945,0
"20 or above","Level 4 60~99k","Level 7","Age36-45","Married","England","Male",0.329045188249583,0
"17-19","Level 3 40~59k","Level 5","Age66-85","Married","England","Female",0.198230838521456,1
"17-19","Level 3 40~59k","Level 5","Age46-65","Married","England","Female",0.352766332980567,1
"17-19","Level 1 0~19k","Level 2","Age66-85","Single","England","Female",0.629262837146973,1
"20 or above","Level 1 0~19k","Level 5","Age66-85","Single","England","Male",0.281213831392426,1
"16 or under","Level 2 20~39k","Level 4","Age66-85","Married","England","Male",-0.259593687629984,0
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Female",-0.954367692588045,0
"16 or under","Level 1 0~19k","Level 2","Age66-85","Married","England","Female",-0.364306703368867,1
"16 or under","Level 2 20~39k","Level 4","Age66-85","Married","England","Male",0.338681277132886,1
"17-19","Level 1 0~19k","Level 1","Age46-65","Married","England","Male",0.381654564807248,1
"17-19","Level 2 20~39k","Level 6","Age46-65","Single","England","Female",0.445630211564697,1
"20 or above","Level 4 60~99k","Level 7","Age36-45","Single","England","Male",-0.818156965069404,0
"17-19","Level 1 0~19k","Level 6","AgeOver85","Single","England","Male",-0.606197003677951,0
"20 or above","Level 2 20~39k","Level 4","Age66-85","Single","England","Female",-0.412548539710927,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",-0.491667059895167,1
"17-19","Level 1 0~19k","Level 6","Age66-85","Single","England","Female",0.603454308174749,1
"17-19","Level 3 40~59k","Level 6","AgeOver85","Single","England","Female",-0.627254275498607,0
"20 or above","Level 1 0~19k","Level 6","AgeOver85","Single","England","Female",-1.22149490500359,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",0.228245145810525,0
"20 or above","Level 2 20~39k","Level 7","Age46-65","Married","England","Male",-0.8852186,0
"20 or above","Level 3 40~59k","Level 7","AgeOver85","Married","England","Female",-0.751544106839221,0
"20 or above","Level 1 0~19k","Level 7","Age46-65","Single","England","Male",1.876323680608,1
"16 or under","Level 1 0~19k","Level 1","Age46-65","Single","England","Male",0.250228017285747,1
"16 or under","Level 1 0~19k","Level 3","Age46-65","Single","England","Female",-0.127636763098229,1
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0.59786466664261,1
"20 or above","Level 5 100k or above","Level 5","Age46-65","Single","England","Male",0.181956218909907,1
"17-19","Level 3 40~59k","Level 3","Age36-45","Single","England","Male",0.245535363500496,1
"17-19","Level 4 60~99k","Level 4","Age66-85","Married","England","Male",0.189450204235992,1
"17-19","Level 3 40~59k","Level 5","Age46-65","Married","England","Female",-0.134893007873365,1
"17-19","Level 2 20~39k","Level 5","Age66-85","Married","England","Female",0.0831641919064169,0
"20 or above","Level 1 0~19k","Level 6","AgeOver85","Married","England","Female",1.00332458548233,0
"16 or under","Level 1 0~19k","Level 2","Age19-35","Single","England","Male",-2.12335914624353,0
"16 or under","Level 1 0~19k","Level 4","Age66-85","Single","England","Female",0.419508558307736,1
"16 or under","Level 1 0~19k","Level 7","Age66-85","Married","England","Male",0.6022447159399,1
"20 or above","Level 2 20~39k","Level 6","Age36-45","Single","England","Male",0,1
"20 or above","Level 4 60~99k","Level 6","AgeOver85","Married","England","Female",-0.14333051193552,0
"16 or under","Level 3 40~59k","Level 7","Age66-85","Married","England","Male",0.21008560613618,1
"17-19","Level 1 0~19k","Level 4","Age46-65","Single","England","Female",0.150355265785123,1
"17-19","Level 4 60~99k","Level 3","Age46-65","Married","England","Male",0.488572785592715,1
"17-19","Level 5 100k or above","Level 4","Age36-45","Married","England","Male",-0.559507219809,0
"17-19","Level 3 40~59k","Level 5","Age46-65","Married","Scotland","Male",0,0
"16 or under","Level 1 0~19k","Level 6","Age46-65","Single","England","Female",-0.124336044429859,1
"20 or above","Level 2 20~39k","Level 8","Age36-45","Married","England","Male",-0.590235597464148,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","Scotland","Female",-0.158183182913988,0
"17-19","Level 2 20~39k","Level 6","Age46-65","Single","Scotland","Female",0.197417523204282,1
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.154692402658194,1
"20 or above","Level 3 40~59k","Level 6","AgeOver85","Single","England","Male",0.85240644119027,1
"16 or under","Level 3 40~59k","Level 3","Age46-65","Single","England","Female",0.388282934231234,1
"17-19","Level 3 40~59k","Level 6","Age46-65","Single","England","Male",-0.552961739767658,1
"16 or under","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",-0.179051914213761,0
"20 or above","Level 4 60~99k","Level 7","Age19-35","Married","England","Female",0,1
"20 or above","Level 5 100k or above","Level 7","Age36-45","Married","England","Male",-0.885353395753546,0
"17-19","Level 3 40~59k","Level 6","Age66-85","Married","England","Female",0.122993864722034,1
"20 or above","Level 2 20~39k","Level 3","Age46-65","Single","Scotland","Female",-0.189624951272768,1
"16 or under","Level 2 20~39k","Level 5","Age66-85","Married","England","Male",0,1
"16 or under","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",0,1
"16 or under","Level 1 0~19k","Level 1","Age46-65","Married","Wales","Male",0,0
"16 or under","Level 2 20~39k","Level 5","Age36-45","Married","England","Female",-0.53256483994802,0
"16 or under","Level 2 20~39k","Level 4","Age46-65","Married","England","Male",0,1
"20 or above","Level 2 20~39k","Level 1","Age36-45","Married","England","Female",-0.666723374886488,0
"17-19","Level 2 20~39k","Level 5","Age46-65","Single","Scotland","Female",0.519409567575285,1
"16 or under","Level 2 20~39k","Level 8","Age46-65","Married","Wales","Female",0,1
